URL,TEXT,AUTHOR_NAME,nn,AUTHOR_NICK,Followers.at.Posting,Post.Created,Post.Created.Date,Post.Created.Time,Type,Total.Interactions,Likes,Comments,Views,Like.and.View.Counts.Disabled,Link,Photo,Title,Image.Text,Sponsor.Id,Sponsor.Name,Total.Interactions.weighted,Overperforming.Score,GRAU_OFENSA,TIPO_RETORIC,DESINFO,BRINCADEIRA,GÊNERO,ORIENT.SEX,RACA,APARENCIA,ORIGEM.GEO,COND.FISIC,COND.SOC,RELIG,POL.IDEOLOG,COMENTARIO,OBSERVACOES
https://www.instagram.com/p/CTIxEDqsPQR/,"PROGRAMA SAÚDE EM MOVIMENTO

 A Secretaria Municipal de Saúde recebeu, neste sábado, o Programa Saúde em Movimento, que aconteceu no Centro de Saúde. Esse projeto realiza diversos exames para a população de várias cidades. No momento, devido à pandemia, os atendimentos realizados são específicos para as gestantes. Nesta tarde, as gestantes puderam contar com o Exame Ultrassonografia Obstétrica 4D e receberam orientações de saúde, tudo gratuito para aquelas que compareceram ao local. Os idealizadores do projeto são o ginecologista obstetra George Morais, que realiza os exames, e a Deputada Federal por Goiás, Flávia Morais. Na ocasião, estiveram presentes o Gerente de Esporte, Leonardo Bernades, 
 a Secretária Municipal de Saúde, Luciane Bernades, a Subsecretária de Saúde, Vanderli Carvalho, a Diretora do Centro de Saúde, Euzanete Dutra, a Secretária de Políticas Públicas para Mulheres, Rosaléa Rodrigues, o Secretário Municipal de Finanças, Wildemberg Andrade, o Secretário Municipal de Administração, Rivadavia Neto, o Chefe de Gabinete, Robson Medeiros, e o Vereador Railson Rodrigues. O evento foi um sucesso. Foram cerca de 160 atendimentos e exames realizados para as gestantes com mais de 9 semanas de gestação. As mamães presentes puderam ver o tamanho do feto, ouvir o coração e saber como está a saúde do seu bebê.

#repost @prefeituracidadeocidental
#ecografia #ultraasom #4D #gestantes 
#juntossomosmaisfortes #cidadeocidentalgoias",falafabiocorrea,71,Fábio Correa,13712,2021-08-28 20:44:36 BRT,2021-08-28,20:44:36,Album,97,97,0,0,FALSE,https://www.instagram.com/p/CTIxEDqsPQR/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/240946778_362329008769576_7685410284514350814_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=NjjHTxwZ8zEAX-SlyIJ&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=5792bdbf76464b95d6b62175e8ea9b76&oe=6160B4AC,NA,NA,NA,NA,97,-1.61,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CRob5YllgVS/,Braga Neto manda avisar aos golpistas do STF e congresso: sem voto impresso NÃO vai ter eleições. https://youtu.be/InITV7colZU,netoaureliolaborda,72,Aurélio Laborda Neto,1226,2021-07-22 10:52:33 BRT,2021-07-22,10:52:33,Photo,71,61,10,0,FALSE,https://www.instagram.com/p/CRob5YllgVS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/220603858_556384748710447_4729143814128575761_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=_Z6nbwgRKp4AX_WETKn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_Fj9JYnqoSp6bfg44om04z0DQ2oOTWJ2YDtUlvP2AuBg&oe=620CD0DE,NA,OGRESSO VOTO IMPRESSO AUDITÁVEL EU APOIO CARLA ZAMBELLI DEPUTADA DEPUTADAFEDERAL,NA,NA,71,1.82,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CW3MBA2rLC5/,"Neste segunda-feira (29), está previsto atendimento nas 15 unidades básicas de saúde, além das unidades Socialista, Maurício Bustani e Castanheiras (das 8h às 17h). Também funcionam os pontos do Porto Velho Shopping e Escola do Legislativo.

HOJE (29)

Escola do Legislativo
Endereço: rua Major Amarantes, 390, bairro Arigolândia
Horário: 9h às 16h

Porto Velho Shopping
Endereço: avenida Prefeito Chiquilito Erse com avenida Calama, bairro Flodoaldo Pontes Pinto
Horário: 14h às 19h

Unidade de Saúde Mariana
Endereço: rua Rosalina Gomes, 9870, bairro Mariana
Horário: 9h às 17h

Unidade de Saúde Pedacinho de Chão
Endereço: avenida Tiradentes, 3420, bairro Embratel
Horário: 9h às 17h

Unidade de Saúde Aponiã
Endereço: rua: Andreia, 5383, bairro Aponiã
Horário: 9h às 17h

Unidade de Saúde Caladinho
Endereço: rua Tancredo Neves, 4752, Caladinho
Horário: 9h às 17h

Unidade de Saúde José Adelino
Endereço: rua Orion, 56, Ulisses Guimarães
Horário: 9h às 17h

Unidade de Saúde Ronaldo Aragão
Endereço: Estrada do Belmonte, 2044, Nacional
Horário: 9h às 17h

Unidade de Saúde Osvaldo Piana
Endereço: rua Campos Sales, 858, Areal
Horário: 9h às 17h

Unidade de Saúde Renato Medeiros
Endereço: rua Magno Arsolino, 1456, Cidade do Lobo
Horário: 9h às 17h

Unidade de Saúde Ernandes Índio
Local: avenida Mamoré, Esperança da Comunidade
Horário: 9h às 17h

Unidade de Saúde Agenor de Carvalho
Local: rua 10, s/n, Agenor de Carvalho
Horário: 9h às 17h

Unidade de Saúde Areal da Floresta
Local: rua Sepetiba, s/n, Floresta
Horário: 9h às 17h

Unidade de Saúde Santo Antônio
Local: Estr. Santo Antônio, s/n, Triângulo
Horário: 9h às 17h

Unidade de Saúde São Sebastião
Local: rua Castro Alves, 5899, São Sebastião
Horário: 9h às 17h

Unidade de Saúde Vila Princesa
Local: BR 364, Vila Princesa
Horário: 9h às 17h

Unidade de Saúde Nova Floresta
Local: av. João Paulo I, s/n, Novo Horizonte
Horário: 9h às 17h

Unidade Básica de Saúde Castanheiras
Local: rua Pau Ferro, 878 – Cohab
Horário: 8h às 17h

Unidade Básica de Saúde Maurício Bustani
Local: Av. Jorge Teixeira, 1989 – Liberdade
Horário: 8h às 17h

Unidade Básica de Saúde Socialista
Local: rua Mané Garrincha, S/N – Socialista
Horário: 8h às 17h",rondoniaovivo,73,Rondoniaovivo,64871,2021-11-29 10:59:22 BRT,2021-11-29,10:59:22,Photo,282,274,8,0,FALSE,https://www.instagram.com/p/CW3MBA2rLC5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/262153502_2974515132789537_8063612577213398585_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=vtsMmmk3_Z4AX_XEUac&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9u2_HpiRVxB2MkiAWzwpK82qVmtbIBc6GuQgermOnS0Q&oe=61D10695,NA,Vacinação acontece em vários pontos da capital nesta segunda (29) Rondoniaovivo.com,NA,NA,282,-2.22,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CWgMwVpKXOB/,"""A voz de minha bisavó
ecoou criança
nos porões do navio.
ecoou lamentos
de uma infância perdida.
A voz de minha avó
ecoou obediência
aos brancos-donos de tudo.
A voz de minha mãe
ecoou baixinho revolta
no fundo das cozinhas alheias
debaixo das trouxas
roupagens sujas dos brancos
pelo caminho empoeirado
rumo à favela
A minha voz ainda
ecoa versos perplexos
com rimas de sangue
e fome.
A voz de minha filha
recolhe todas as nossas vozes
recolhe em si
as vozes mudas caladas
engasgadas nas gargantas.
A voz de minha filha
recolhe em si
a fala e o ato.
O ontem – o hoje – o agora.
Na voz de minha filha
se fará ouvir a ressonância
O eco da vida-liberdade""

“Vozes-Mulheres”
Conceição Evaristo",tiaeron,74,Tia Eron,18014,2021-11-20 12:43:18 BRT,2021-11-20,12:43:18,Photo,105,90,15,0,FALSE,https://www.instagram.com/p/CWgMwVpKXOB/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/258291131_189430546685989_1521099787877117410_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=54x_yBt44PgAX8UXXr-&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT_lIvwQ_QsEPKAM6lUlN3FO9t2Z6aExCgbEvzhfGpnqbQ&oe=62460D43,NA,20 DE NOVEMBRO DIA DA CONSCIÊNCIA negra HOJE É DIA DE LEMBRAR E REVERENCIAR A LUTA DO POVO NEGRO NA BUSCA POR UMA SOCIEDADE IGUALITÁRIAE LIVRE DE TODA FORMA DE OPRESSÃO TIAERON,NA,NA,105,-1.83,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CS-BoK6lOpT/,#bolsonarogenocida,erikakokay,75,Erika Kokay,131259,2021-08-24 16:37:42 BRT,2021-08-24,16:37:42,Photo,2542,2439,103,0,FALSE,https://www.instagram.com/p/CS-BoK6lOpT/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/240402642_1437773809934880_960500164148229706_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=A-tkDfVdF2EAX_rb_sh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-g2h9FWTM48272g0Yf09OjA68pObU80eVtgY481xwYcA&oe=628B4096,NA,Erika Kokay @erikakokay Legado do PT na saúde: -Mais Médicos -SAMU -UPA 24h -Farmácia Popular -Brasil Sorridente Legado do Bolsonaro na saúde: -mais de 570 mil mortos por Covid.,NA,NA,2542,1.46,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CR2ehOFIMpx/,"DE MANERA OFICIAL ANUNCIAMOS QUE JOCHY CANAAN (EL POTRO) REGRESA COMO GERENTE GENERAL DEL EQUIPO DE BALONCESTO SUPERIOR DEL CLUB DEPORTIVO Y CULTURAL LA MATICA EN LA VEGA.

Por: Dirección de #PrensaLaMatica

La Vega-. Luego de llegar a un acuerdo con la nueva directiva del Club Deportivo y Cultural La Matica, una gerencia colegiada tomará la rienda por los próximos dos años del equipo de baloncesto superior de dicho club, la gerencia colegiada será conformada por tres personas que desde ya están empeñadas en trabajar fuertemente para rescatar la mítica ganadora del equipo superior que representa la zona Sur de La Vega.

Esta gerencia está encabezada por el lic. Jochy Canaan (El Potro) quien regresa luego de varios años sin participar en el Baloncesto Superior de La Vega. Recordemos que Jochy Canaan fue Presidente por varios años de dicha institución así como gerente del equipo de Baloncesto Superior donde dio varias coronas al Club.

Los otros dos gerentes que conformarán la tripleta los son el joven empresario Gabriel Infante, hijo del destacado empresario y politico vegano Lic. Elpidio lnfante. El empresario en el área del deporte y propietario de PEME ACADEMY Kennet Peralta (Luis Montero), completa la gerencia colegiada.

El pasado sábado 24 del presente mes y con la presencia de la directiva se legalizó todo bajo un contrato que fue firmado por los nuevos tres gerentes que estarán a cargo del equipo. El cronista deportivo Juan José Báez estuvo firmando en representación del gerente general, Lic. Jochy Canaan (El Potro) quién en los próximos días llegará al país para desde ya arrancar con los preparativos del conjunto superior con los demás gerentes.

El contrato se firmó bajo la legalización y la presencia de la NOTARIO PÚBLICO, DRA. Glenys Marina Pérez de Silva.

En los próximo días se estará realizando una conferencia de prensa para presentar los nuevos gerentes y de manera pública dar los detalles sobre el trabajo que se estará haciendo para conformar un buen equipo de material ""Nativo, Refuerzos, dirigente, equipo técnico, asesores.

La nueva gerencia acordó que el equipo superior regresa con el nombre tradicional de LOS POTROS DE LA MATICA.",elcorodeportivo,76,E L   P R O G R A M I T A,17792,2021-07-27 21:44:50 BRT,2021-07-27,21:44:50,Album,468,421,47,0,FALSE,https://www.instagram.com/p/CR2ehOFIMpx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/224375866_1208671809544947_5487742753517372430_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=FmlHjlSN13UAX9rJA2P&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8ZwhPiML14gmietmDPP9MxxFjsqr87008n9kkLawksOw&oe=622A9E76,NA,NA,NA,NA,468,7.67,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CTpafvmLGQ7/,"VACINAÇÃO • “Quando conseguia agendar, o local era muito longe e não tinha como eu me locomover”. Apesar do alívio em receber a primeira dose da vacina contra a Covid-19, a Maria do Rosário, assim como muitas outras pessoas que moram em regiões periféricas de Goiânia, teve dificuldades no acesso ao imunizante. Aos 49 anos, a mulher, que tem mobilidade reduzida, foi uma das pessoas vacinadas nesta sexta-feira (10), do Setor Estrela Dalva II, região Noroeste de Goiânia.

Leia a matéria completa em www.opopular.com.br

Veja no Instagram, 📲 leia no O POPULAR www.opopular.com.br/instagram #LeiaAgora",jornal_opopular,77,O Popular,453176,2021-09-10 13:02:21 BRT,2021-09-10,13:02:21,Photo,1382,1344,38,0,FALSE,https://www.instagram.com/p/CTpafvmLGQ7/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/241730464_2555639801248991_5429079306189883982_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XekZzebIVw0AX-T04u-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-EXt3GYIQ1jDIac_w8dCGWieGH2LI3Hwx_BFpGbzu8ow&oe=628BCD88,NA,NA,NA,NA,1382,1.34,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/tv/CTf-ZInDEoP/,"E, para finalizarmos os recados das nossas deputadas nesse pré 7 de setembro, a @prof_rosaneide fala sobre os atos que acontecerão amanhã em todo o Brasil.

Vamos juntos pelo #FORABOLSONARO! ✊

#MulheresPT #ElasporElas #7SFORABOLSONARO",mulherespt,78,Sec Nacional de Mulheres do PT,42748,2021-09-06 21:06:03 BRT,2021-09-06,21:06:03,Video,64,64,0,781,FALSE,https://www.instagram.com/tv/CTf-ZInDEoP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/241313349_582801189421969_3680389286319265794_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=zAkwW7pfangAX_Jtk1A&_nc_oc=AQmTK5uHrg-iVpUHvqKRvyTes0q6uFVUPR9PzhnF3AuoPwX2ZI7dIe7Vv8L5rwpxlwk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=84285419a16efba07b8f2295f6ad2e4f&oe=617798D3,NA,NA,NA,NA,64,-1.34,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CWg9g37Jc-Q/,"Vestido Flor de Lis 💙
Tam. Único
Tecido: Viscolinho
Cor: Preto, Rosa, Verde, Azul, Pink, Roxo, Lilás, Branco.
📍R$ 70,00
.
.
.
.
Vendemos Somente em Atacado.
Mínimo de 10 peças.
Pode variar os modelos
.
.
.",status.damoda,79,❇️ Status da Moda - Brás,86795,2021-11-20 19:49:21 BRT,2021-11-20,19:49:21,Photo,137,133,4,0,FALSE,https://www.instagram.com/p/CWg9g37Jc-Q/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/258763136_220633833484990_6692343184471703321_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=LBttBTb3XPoAX8PpDxR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-onaW-ROodusUzjWr25fFysyVnHz-gUt5DgGcwTgM3KQ&oe=62041E82,NA,NA,NA,NA,137,-2.28,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CRRLiATJN6y/,"Lavanderia Flor de Liz traz inovação para o mercado patense e faz sucesso entre os clientes
#patosdeminas #patoshoje #notícias #notíciasdepatosdeminas #notíciasdepatos #imprensa #jornalismo #política #policial #saúde #coronavírus #lavanderia #lavanderiaflordeliz #inovação #mercado #sucesso #clientes @flordeliz_lavanderia",patoshoje,80,Patos Hoje,44423,2021-07-13 10:07:01 BRT,2021-07-13,10:07:01,Photo,54,54,0,0,FALSE,https://www.instagram.com/p/CRRLiATJN6y/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/214318672_839214533693220_556693429797696130_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=jbBrjil7sVsAX-W2NMa&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b1934aca7f1ad9b899b4acf3549135f7&oe=61229457,NA,"FLOR DE LIS LAVANDERIA 1000 PEÇAS: LAVAMOS PASSAMOS DE Todos tipos de roupas; Cama; Mesa; Banho; Calçados; Malas; Mochilas muito mais... CONSERTOS ROUPAS EM GERAL Buscamos entregamos com taxa ACEITAMOS CARTÕES DE CRÉDITOE DEBITO (34)9.9904-3631 R. Patrocinio, 234- Santo Antônio Condomínio MBis Patos de Minas/MG",NA,NA,54,-2.07,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CRCnJaEpQdf/,"SÓ LEMBRAM DO BNDES PARA ATENDER EMENDA DO CENTRÃO

A Câmara analisou hoje o Projeto de Lei 2646/2020, que sob a justificativa de investimento em infraestrutura vai conceder benefícios fiscais à iniciativa privada. Para a líder da bancada, @taliriapetrone (RJ), a proposta delega às empresas privadas serviços que deveriam ser função do Estado e provoca ainda mais o sucateamento da nação. A bancada do @psolnacamara votou contra, em defesa do Estado brasileiro e do patrimônio nacional.",psolnacamara,81,PSOL na Câmara,72237,2021-07-07 18:20:02 BRT,2021-07-07,18:20:02,Video,105,104,1,651,FALSE,https://www.instagram.com/p/CRCnJaEpQdf/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/212049554_331801945080149_4208269111816941119_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=ngI7Ll_X4ToAX_JuD84&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT87_-VUEwuHZmOmahSPyS02pwDfy_Ottge19eCYLBUJCA&oe=622720B9,NA,SÓ LEMBRAM DO BNDES PARA ATENDER EMENDA DO CENTRÃO 0 psol na câmara,NA,NA,105,-1.16,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CXQ-2MzLBfv/,"Fui escolhida para  liderar  @eleita.oficial no Estado de Sergipe pela @karinakufa uma plataforma de formação,capacitação da mulher na política.
Breve lançamento em Sergipe @damaresalvesoficial1 @carla.zambelli @justicadesaia @justiceirasoficial",oficialliciamelo,82,LÍCIAMELO,100370,2021-12-09 11:24:33 BRT,2021-12-09,11:24:33,Photo,325,320,5,0,FALSE,https://www.instagram.com/p/CXQ-2MzLBfv/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/265565252_1320842651700130_2994607777408554364_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=6RFsDymlpLEAX-2Sh1H&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-LgLgYiQZqVUnGuIp4zvLzZ1AQWPU1N9tH3qQqgsgrCw&oe=620CE950,NA,NA,NA,NA,325,6.25,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CUsWJWyloGC/,"Como diretor da Frente Parlamentar da Agropecuária (FPA), participei de  café da manhã com o presidente Jair Bolsonaro, no Palácio do Planalto, nesta manhã (6). Apresentamos ao presidente as pautas de interesse da agropecuária brasileira. Destaco as presenças das ministras Tereza Cristina (Agricultura) e Flávia Arruda(Secretaria de Governo), além dos meus colegas da FPA. @fpagro @plnacional_ @plbahia @flaviaarrudadf @mapa_brasil @terezacristinams",deputadojoserocha,83,José Alves Rocha,5118,2021-10-06 12:53:27 BRT,2021-10-06,12:53:27,Album,412,396,16,0,FALSE,https://www.instagram.com/p/CUsWJWyloGC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/244410050_563042451417662_2243496268166318030_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=CshQjvwCIREAX-wl7LF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-xaehS1cDkIF-aSyk-gqi72nSxOyY1wodU7avVbYFdZg&oe=62045874,NA,NA,NA,NA,412,3.24,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CSy7PJrN-Di/,"Quando as mulheres participam e constroem a política, muda a vida das mulheres!

Minha amiga e camarada, @perpetua_acre propôs que os cuidados maternos sejam incluídos como forma de contribuição para a aposentadoria das mulheres.

As mulheres são as maiores responsáveis pelo cuidado com as crianças e o acúmulo das tarefas domésticas, tardando o retorno das mulheres ao mercado de trabalho,  dificultando a formação continuada e a progressão de carreiras.

O projeto, inspirado em lei já aprovada na Argentina, visa reconhecer a contribuição dada pelas mães e garantir uma aposentadoria digna.

#MulheresNapolítica #Seguridadesocial #CuidadoMaterno",jomoraesbh,84,Jô Moraes,N/A,2021-08-20 09:10:15 BRT,2021-08-20,09:10:15,Photo,21,20,1,0,FALSE,https://www.instagram.com/p/CSy7PJrN-Di/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/239213121_519861809240989_337604544166665959_n.jpg?_nc_cat=103&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=SsfnjGJifxcAX_BX4Kp&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT_UawIHF9AssAGu6YA3RJwBARclwrad8v0zXk7NPeiK5g&oe=6262F2F0,NA,Cuidado materno pode virar contribuição na aposentadoria das mulheres! #MulherNaPolítica JÔMoraes Pres. Pres.PCdoBBH PCdoB,NA,NA,21,-1.43,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CU7k2RrgJfF/,"Vai ser giganteeee.  Bora Paraná, todos juntos com o capitão @alinesleutjes @jairmessiasbolsonaro",republicadecuritibabr,85,República de Curitiba,132353,2021-10-12 10:51:33 BRT,2021-10-12,10:51:33,Video,556,545,11,2670,FALSE,https://www.instagram.com/p/CU7k2RrgJfF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/245098561_396761378837048_3593883154548110300_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=r3kTprOZjOsAX9cOB67&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-Y2MoKSS2Zi6_wVQN1wkNCVdn0ppUPV-SefVUIh8nX_Q&oe=62424271,NA,NA,NA,NA,556,-4.12,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CSXlStLHgeU/,"Me ajude a cobrar desses deputados que não se posicionaram a favor do voto impresso auditável.
@deplucasvergilio 
@magdamofatto.goias 
@alcidesrodriguesoficial 
@flaviamorais1212",flaelson_leda,86,Flaelson Léda 🇧🇷,96440,2021-08-09 18:18:58 BRT,2021-08-09,18:18:58,Album,919,842,77,0,FALSE,https://www.instagram.com/p/CSXlStLHgeU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/234840727_200041512149363_5671687452834378115_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=wl63zKjYgLAAX9yrGV8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9Kye_KJykof3H87igN73BEDPsLXx6x7BcZYepbaGyk5g&oe=6252339D,NA,NA,NA,NA,919,-3.54,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/tv/CVAasJAqXOb/,🚨Importante🚨,cearadedireitaofc,87,🇧🇷Ceará de Direita oficial🇧🇷,N/A,2021-10-14 08:02:27 BRT,2021-10-14,08:02:27,Video,11,11,0,41,FALSE,https://www.instagram.com/tv/CVAasJAqXOb/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/245235784_389238512687203_4328517453339834882_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=PhUZpjFA7F0AX-Z_AMD&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=00_AT-qq8hWuw5YTAcoRABMGyb7yboUTPV4C44zEy4GewNDVA&oe=62472B2C,NA,Brasil LEI ROUANET #novotemCentura CARLA ZAMBELLI NOVO SEM CENSURA OPINIAD QUE VALORIZA INFORMAÇÃO ANDRÉ PORCIÚNCULA REVELA QUE HOUVE R$13 BILHÕES EM GASTOS NÃO AUDITADOS COM LEI ROUANET EM COVERNOS ANTERIORES,NA,NA,11,-1.91,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
https://www.instagram.com/p/CUcjhpaA8-k/,"A Câmara dos Deputados aprovou, nessa quarta-feira (29), o Projeto de Lei 1374/21, que cria o auxílio Gás Social, cujo objetivo é garantir um subsídio ao preço do gás de cozinha para famílias de baixa renda. A autoria da proposta é do deputado Carlos Zarattini (PT-SP), com coautoria da deputada Marília Arraes (PT-PE) e outros parlamentares da bancada do PT. A matéria segue para o Senado. O PL prevê que o valor fixado semestralmente deverá ser, no mínimo, igual à metade da média do preço nacional de referência do botijão de 13 Kg nos últimos seis meses, conforme estabelecido pelo Sistema de Levantamento de Preços (SLP) da Agência Nacional do Petróleo, Gás Natural e Biocombustíveis (ANP). O texto aprovado dá um prazo de 60 dias para o Poder Executivo regulamentar os critérios para definir as famílias a serem contempladas, a periodicidade, a operacionalização do benefício e a forma de pagamento, cujas parcelas não podem passar de 60 dias de intervalo. 
 
📲 Leia mais no Blog de Jamildo (@blogdejamildo). Foto: Jailton Jr/JC Imagem.
 
#gas #camara #mc",jc_pe,88,Jornal do Commercio PE,675567,2021-09-30 09:42:31 BRT,2021-09-30,09:42:31,Photo,5544,5368,176,0,FALSE,https://www.instagram.com/p/CUcjhpaA8-k/,https://scontent-msp1-1.cdninstagram.com/v/t51.2885-15/243983616_557714282106051_393986032471487165_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=8ae9d6&_nc_ohc=PBJrsm-1jaEAX8vhmBl&_nc_ht=scontent-msp1-1.cdninstagram.com&oh=00_AT-hFSRZFzzf2zeMAUw5F2_ZQ68FiLE3LB5pVicn9p3D5A&oe=62683BB4,NA,JC Projeto que cria subsídio mensal para família de baixa renda comprar gás de cozinha é aprovado na Câmara dos Deputados,NA,NA,5544,1.64,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
