AUTHOR_ID,TEXT,nn,in_reply_to_user_id,hashtags,possibly_sensitive,conversation_id,source,created_at,type,id1,ID,retweet_count,reply_count,like_count,quote_count,lang,GRAU_OFENSA,TIPO_RETORIC,DESINFO,BRINCADEIRA,GÊNERO,ORIENT.SEX,RACA,APARENCIA,ORIGEM.GEO,COND.FISIC,COND.SOC,RELIG,POL.IDEOLOG,COMENTARIO,OBSERVACOES
838438949458690049,"@mariadorosario Olha só Maria do Rosário apoiando a lei contra a liberdade de expressão, ainda se diz a favor da democracia",11,63118359,NULL,FALSE,1428691721030979593,Twitter for Android,2021-08-20T12:55:08.000Z,replied_to,1428691721030979593,1428702137207427076,0,0,1,0,pt,Crítica,Cínica,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1369799167762178050,"@taliriapetrone Esse governo está nós fuzilando, em plena luz do dia. Não aguentamos mais essa gente.",12,103704608,NULL,FALSE,1445129493056737297,Twitter for Android,2021-10-04T21:26:53.000Z,replied_to,1445129493056737297,1445138380589879305,0,0,0,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1410386564631384065,@LulaOficial https://t.co/7nxd7ri0Y7,13,2670726740,NULL,FALSE,1446509268153290755,Twitter for Android,2021-10-10T14:19:43.000Z,quoted,1447189083659374599,1447205205028843520,0,0,0,0,und,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
102669237,"@joicehasselmann Só vai “abrir” seu sigilo fiscal aos Deputados. Já que tudo está declarado. E vc, quando vai abrir seu “sigilo” e dizer a verdade sobre seu “acidente”?",14,116519514,NULL,FALSE,1445835173447278598,Twitter for iPhone,2021-10-07T08:51:33.000Z,replied_to,1445835173447278598,1446035455447814148,1,0,10,0,pt,Invalidação,Provocadora,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
3056257929,@natbonavides Pior é que os papagaios de pirata (e não jornalistas) ficam rindo diante de coisas tão graves ditas por ele.,15,203332874,NULL,FALSE,1471240715770474500,Twitter for Android,2021-12-15T23:19:45.000Z,replied_to,1471240715770474500,1471258707136847872,0,0,0,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1366059636022013953,@ValmirDosAnjos5 @Nei_Pestana @passificador2 @CarlaZambelli38 @jairbolsonaro Como assim ? Mesmo discurso do apartamento do lula ? Vá atrás e verá a questão de combustíveis ! Os valores que o gabinete gastava era absurdo ! Essa aí da lua de mel deve ser vdd tbm,16,1219531374312509440,NULL,FALSE,1425467458257838084,Twitter for Android,2021-08-13T14:27:28.000Z,replied_to,1426183714782973957,1426188659208949766,0,0,0,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
100069706,#ForaBolsonaro https://t.co/ZokKNs96Nu,17,NA,"list(start = 0, end = 14, tag = \ForaBolsonaro\)",FALSE,1459350514374782978,Twitter for Android,2021-11-13T02:40:50.000Z,quoted,1459156648690343941,1459350514374782978,0,0,1,0,und,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
62082049,"@lmalinoski48787 @Gigoloestatal @LuciaAstrapeia @CarlaZambelli38 Não é engraçado , esse Gigolo acabou de entrar no twitter agora em setembro e já tem tudo isso arrumado sobre o PR para postar ??? Nem deveríamos responder pessoas como ele . Abraços",18,296502901,NULL,FALSE,1440855834267820033,Twitter for Android,2021-09-24T01:30:30.000Z,replied_to,1441062087162220545,1441213420376756228,0,2,1,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1061946979369058305,@CarlaZambelli38 Um drink no inferno,19,975127727501185025,NULL,FALSE,1473264562015248402,Twitter for Android,2021-12-21T16:33:09.000Z,replied_to,1473264562015248402,1473330711893524482,0,0,1,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1260727723707817984,"@CarlaZambelli38 É o fim dos tempos mesmo, bem que o povo da igreja fala....

#BolsonaroVergonhaDoBrasil",20,975127727501185025,"list(start = 78, end = 104, tag = \BolsonaroVergonhaDoBrasil\)",FALSE,1452786509866803204,Twitter for Android,2021-10-26T09:58:08.000Z,replied_to,1452937583173029893,1452786509866803204,0,0,0,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
63154507,"@Biakicis É medo de ser confundido com a sua laia bolsonarista! Quem utiliza máscara em locais públicos e ao ar livre tem a sensatez que vc, pessoa de péssima índole, nao tem!!",21,357030742,NULL,FALSE,1457722654434238467,Twitter Web App,2021-11-08T18:33:09.000Z,replied_to,1457722654434238467,1457778232745283585,0,0,0,0,pt,Insulto,Cínica,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1092170832,Bicho feio e burro. https://t.co/J6QJ1NG3YE,22,NA,NULL,FALSE,1475528807872442379,Twitter for iPhone,2021-12-27T18:07:36.000Z,quoted,1475255137014882314,1475528807872442379,0,0,2,1,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1103780564274941952,@jandira_feghali Desespero grande! https://t.co/byCE5mzk3N,23,39116717,NULL,FALSE,1455122001606107147,Twitter for Android,2021-11-01T13:23:41.000Z,replied_to,1455122001606107147,1455163637811793925,0,0,0,0,es,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1148295761190412289,"@SimoneTebetms Descaso? E voces que nem votaram a ID ESTUDANTIL??
Sério que vocês estão pensando realmente nos pobres?
E a carteira verde amarelo para facilitar o primeiro emprego?
Vocês realmente acham que somos idiotas né? Outubro Rosa? Saúde da mulher? Ajudem a recuperar o SUS palhaços",24,2508415207,NULL,FALSE,1446143102993977347,Twitter for Android,2021-10-07T20:38:57.000Z,replied_to,1446143102993977347,1446213477924749325,0,0,2,0,pt,Não Ofensivo,Outra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
